date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,turnover_portfolio,turnover_stock,cost,net_ret,wealth_gross,wealth_net,drawdown_net
19931130,1994-11-30,1994,11,"AP-Trees baseline (static, no TC)",0.016162932651556692,0.0,0.2093960580426917,0.0,0.2093960580426917,0.0,0.016162932651556692,1.128276377639717,1.128276377639717,0.0
19931231,1994-12-31,1994,12,"AP-Trees baseline (static, no TC)",0.005465785217591017,0.0,0.196006395353923,0.0,0.196006395353923,0.0,0.005465785217591017,1.1344432939859774,1.1344432939859774,0.0
19940131,1995-01-31,1995,1,"AP-Trees baseline (static, no TC)",0.0215006449804172,0.0,0.21909229166356825,0.0,0.21909229166356825,0.0,0.0215006449804172,1.158834556500385,1.158834556500385,0.0
19940228,1995-02-28,1995,2,"AP-Trees baseline (static, no TC)",0.0176323362647593,0.0,0.20917274556884013,0.0,0.20917274556884013,0.0,0.0176323362647593,1.179267517075823,1.179267517075823,0.0
19940331,1995-03-31,1995,3,"AP-Trees baseline (static, no TC)",0.013510711111751783,0.0,0.18924138754330294,0.0,0.18924138754330294,0.0,0.013510711111751783,1.195200259822507,1.195200259822507,0.0
19940429,1995-04-30,1995,4,"AP-Trees baseline (static, no TC)",0.011029782625344804,0.0,0.20850720647600454,0.0,0.20850720647600454,0.0,0.011029782625344804,1.208383058882105,1.208383058882105,0.0
19940531,1995-05-31,1995,5,"AP-Trees baseline (static, no TC)",0.020741029007654073,0.0,0.19047197455641307,0.0,0.19047197455641307,0.0,0.020741029007654073,1.2334461669587367,1.2334461669587367,0.0
19940630,1995-06-30,1995,6,"AP-Trees baseline (static, no TC)",0.011196258030324605,0.0,0.19810934349902798,0.0,0.19810934349902798,0.0,0.011196258030324605,1.2472561485105216,1.2472561485105216,0.0
19940729,1995-07-31,1995,7,"AP-Trees baseline (static, no TC)",0.008123865521351917,0.0,0.9158800109658969,0.0,0.9158800109658969,0.0,0.008123865521351917,1.2573886897317006,1.2573886897317006,0.0
19940831,1995-08-31,1995,8,"AP-Trees baseline (static, no TC)",0.011995117691580898,0.0,0.19889617347113103,0.0,0.19889617347113103,0.0,0.011995117691580898,1.272471215049095,1.272471215049095,0.0
19940930,1995-09-30,1995,9,"AP-Trees baseline (static, no TC)",0.006976598908686712,0.0,0.2184301365179413,0.0,0.2184301365179413,0.0,0.006976598908686712,1.2813487363393419,1.2813487363393419,0.0
19941031,1995-10-31,1995,10,"AP-Trees baseline (static, no TC)",0.008556108755902894,0.0,0.21062709985743727,0.0,0.21062709985743727,0.0,0.008556108755902894,1.2923120954817,1.2923120954817,0.0
19941130,1995-11-30,1995,11,"AP-Trees baseline (static, no TC)",0.0015973331835742468,0.0,0.20311483457796659,0.0,0.20311483457796659,0.0,0.0015973331835742468,1.2943763484753474,1.2943763484753474,0.0
19941230,1995-12-31,1995,12,"AP-Trees baseline (static, no TC)",0.018068703486361363,0.0,0.20165984768797388,0.0,0.20165984768797388,0.0,0.018068703486361363,1.3177640509157076,1.3177640509157076,0.0
19950131,1996-01-31,1996,1,"AP-Trees baseline (static, no TC)",0.011341317240946554,0.0,0.21689415802597478,0.0,0.21689415802597478,0.0,0.011341317240946554,1.3327092310658573,1.3327092310658573,0.0
19950228,1996-02-29,1996,2,"AP-Trees baseline (static, no TC)",0.008906757172988368,0.0,0.21405275651397032,0.0,0.21405275651397032,0.0,0.008906757172988368,1.3445793485691608,1.3445793485691608,0.0
19950331,1996-03-31,1996,3,"AP-Trees baseline (static, no TC)",0.013702255883150034,0.0,0.21177064789334316,0.0,0.21177064789334316,0.0,0.013702255883150034,1.3630031188584548,1.3630031188584548,0.0
19950428,1996-04-30,1996,4,"AP-Trees baseline (static, no TC)",0.005166661830531187,0.0,0.2163251337241561,0.0,0.2163251337241561,0.0,0.005166661830531187,1.370045295047556,1.370045295047556,0.0
19950531,1996-05-31,1996,5,"AP-Trees baseline (static, no TC)",0.000799860130333845,0.0,0.1998872861168972,0.0,0.1998872861168972,0.0,0.000799860130333845,1.371141139655816,1.371141139655816,0.0
19950630,1996-06-30,1996,6,"AP-Trees baseline (static, no TC)",-0.003072534819207437,0.0,0.19508464263223596,0.0,0.19508464263223596,0.0,-0.003072534819207437,1.3669282607621758,1.3669282607621758,-0.0030725348192074398
19950731,1996-07-31,1996,7,"AP-Trees baseline (static, no TC)",0.007388074947191715,0.0,1.0022788761623922,0.0,1.0022788761623922,0.0,0.007388074947191715,1.377027229200121,1.377027229200121,0.0
19950831,1996-08-31,1996,8,"AP-Trees baseline (static, no TC)",-0.0014370917269045914,0.0,0.21557020806355992,0.0,0.21557020806355992,0.0,-0.0014370917269045914,1.3750483147613153,1.3750483147613153,-0.001437091726904538
19950929,1996-09-30,1996,9,"AP-Trees baseline (static, no TC)",0.01337367497998769,0.0,0.21948243710922138,0.0,0.21948243710922138,0.0,0.01337367497998769,1.393437764004713,1.393437764004713,0.0
19951031,1996-10-31,1996,10,"AP-Trees baseline (static, no TC)",0.010072031369162194,0.0,0.19359665818407087,0.0,0.19359665818407087,0.0,0.010072031369162194,1.4074725128747438,1.4074725128747438,0.0
19951130,1996-11-30,1996,11,"AP-Trees baseline (static, no TC)",-0.004207747517252295,0.0,0.21099951416820778,0.0,0.21099951416820778,0.0,-0.004207747517252295,1.4015502239030944,1.4015502239030944,-0.0042077475172522805
19951229,1996-12-31,1996,12,"AP-Trees baseline (static, no TC)",0.0014899339996640526,0.0,0.20062865617113582,0.0,0.20062865617113582,0.0,0.0014899339996640526,1.4036384412339244,1.4036384412339244,-0.002724082783676085
19960131,1997-01-31,1997,1,"AP-Trees baseline (static, no TC)",0.01514658640713311,0.0,0.21245563656229888,0.0,0.21245563656229888,0.0,0.01514658640713311,1.4248987721684478,1.4248987721684478,0.0
19960229,1997-02-28,1997,2,"AP-Trees baseline (static, no TC)",0.009755224103157718,0.0,0.22123752691062704,0.0,0.22123752691062704,0.0,0.009755224103157718,1.4387989790152653,1.4387989790152653,0.0
19960329,1997-03-31,1997,3,"AP-Trees baseline (static, no TC)",0.013285837898908439,0.0,0.188833638155411,0.0,0.188833638155411,0.0,0.013285837898908439,1.4579146290195772,1.4579146290195772,0.0
19960430,1997-04-30,1997,4,"AP-Trees baseline (static, no TC)",0.0022495777216413144,0.0,0.19946347240446285,0.0,0.19946347240446285,0.0,0.0022495777216413144,1.4611943212890748,1.4611943212890748,0.0
19960531,1997-05-31,1997,5,"AP-Trees baseline (static, no TC)",0.01744878956875506,0.0,0.21626143167526732,0.0,0.21626143167526732,0.0,0.01744878956875506,1.4866903935203075,1.4866903935203075,0.0
